,UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,NO.OF_INQUIRIES,loan_default,riskcat
175844,583206,55599,67399,86.05,61,22778,86,1365,3/5/1969,Self employed,16-10-18,6,2611,1,0,0,1,0,0,739,C-Very Low Risk,1,1,0,768050,875000,875000,0,0,Low Risk
98579,489379,53303,69734,78.87,3,17431,86,551,15-08-87,Self employed,4/9/2018,15,639,1,1,0,0,0,0,699,E-Low Risk,2,1,0,19530,19530,19530,0,0,Low Risk
62398,495362,47049,67539,72.11,65,24015,49,6822,6/10/1959,Salaried,7/9/2018,13,1478,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
524,613955,39439,68309,58.56,34,15142,86,1043,6/1/1993,Salaried,24-10-18,6,864,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
10523,542141,47030,75380,65.67,8,14823,45,5267,20-08-84,Self employed,27-09-18,3,971,1,0,0,0,1,0,728,D-Very Low Risk,13,3,0,20928,108490,108490,0,0,Low Risk
104947,458060,54213,66440,84.59,36,23609,86,6587,22-10-90,Self employed,23-08-18,13,1512,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
90635,572349,48645,77035,64.26,65,18065,45,6782,10/9/1996,Self employed,12/10/2018,13,199,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
162913,514164,48099,65649,75.02,153,18315,86,371,1/1/1975,Self employed,18-09-18,11,2146,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
135644,436563,53839,63592,88.06,5,14145,86,3355,23-03-77,Self employed,13-08-18,9,922,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
16348,578044,62947,72249,89.97,10,24082,86,5661,10/10/1986,Self employed,15-10-18,3,1592,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,2,1,0,99578,100000,100000,0,0,Not Scored
127415,427123,59259,67000,89.55,2,23170,86,1683,15-06-76,Self employed,8/8/2018,4,1302,1,1,0,0,0,0,763,B-Very Low Risk,2,2,0,339527,465012,465012,0,1,Low Risk
116235,462032,55959,67189,84.84,18,22708,86,2699,27-02-89,Self employed,24-08-18,4,155,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
195897,444751,111972,168144,69.58,138,23104,67,3396,1/1/1971,Self employed,17-08-18,9,2620,1,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
194544,635241,75999,110333,71.6,100,24490,51,677,1/1/1997,Self employed,29-10-18,15,2699,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
113254,452922,52078,67018,80.58,34,15142,86,984,1/6/1985,Self employed,21-08-18,6,268,1,0,0,1,0,0,583,I-Medium Risk,2,2,1,14200,66650,66650,0,1,Medium Risk
205862,515564,62613,70955,89.35,69,17732,86,4040,12/11/1977,Salaried,18-09-18,8,2804,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
197119,494195,52767,64340,85.0,68,16578,86,852,1/1/1997,Self employed,7/9/2018,6,2719,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,1,No History
226634,652879,51131,67548,78.9,78,17014,45,2076,1/1/1968,Self employed,31-10-18,4,3459,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,56200,56200,56200,0,0,Not Scored
16531,478579,52097,68790,82.0,36,18441,45,6678,1/1/1980,Self employed,30-08-18,13,1130,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
176307,453535,22619,46980,51.49,147,17705,45,2782,15-01-93,Salaried,21-08-18,2,2423,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
48058,625341,42994,63475,70.89,104,20704,45,7128,1/1/1974,Self employed,26-10-18,10,410,1,1,0,0,0,0,763,B-Very Low Risk,3,1,0,1435,30000,30000,0,1,Low Risk
79507,599362,73623,112358,66.75,9,22522,49,5436,29-12-98,,22-10-18,3,1222,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
192262,422048,63869,73079,89.9,77,18429,86,2340,8/6/1972,Salaried,4/8/2018,4,2603,1,1,0,0,0,0,605,H-Medium Risk,1,1,0,0,193000,193000,0,0,Medium Risk
42560,621793,79686,111364,72.73,165,24685,86,6513,12/10/1975,Salaried,25-10-18,5,1466,1,1,0,0,0,0,599,I-Medium Risk,6,3,1,45743,89000,89000,0,0,Medium Risk
22516,653930,58125,71494,84.97,70,18435,86,2412,5/3/1983,Self employed,31-10-18,4,1163,1,1,0,1,0,0,628,H-Medium Risk,2,1,0,0,26750,26750,0,1,Medium Risk
12494,471070,31484,65500,50.38,68,16578,86,853,23-09-78,Salaried,28-08-18,6,1204,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
216142,610688,36669,48666,79.11,160,22417,51,73,25-03-82,Self employed,24-10-18,1,3088,1,1,0,0,0,0,709,D-Very Low Risk,2,2,0,18570,39970,39970,1,0,Low Risk
96274,596546,68382,78100,88.99,1,22901,45,5092,27-04-95,Self employed,21-10-18,3,177,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
120107,503152,44797,69652,66.98,254,23311,86,6741,15-11-92,Self employed,12/9/2018,13,130,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
164988,495167,55413,65148,87.49,67,22350,86,1446,10/10/1976,Self employed,7/9/2018,6,2217,1,1,0,0,0,0,753,C-Very Low Risk,8,2,0,688233,798750,798750,0,0,Low Risk
29294,502918,48749,65075,76.83,67,18532,45,1446,28-07-92,Salaried,12/9/2018,6,616,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
85991,603198,64193,74671,87.02,162,17094,86,1810,22-05-95,Salaried,23-10-18,4,723,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
132311,514693,47155,65832,75.19,20,23339,45,6183,10/5/1993,Self employed,18-09-18,5,1759,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
133086,642299,37001,76518,51.41,82,18559,86,4867,1/1/1996,Salaried,30-10-18,19,1017,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
44671,515838,55109,71893,79.98,78,20343,120,2071,6/7/1993,Self employed,18-09-18,4,1349,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
11669,576067,49078,70256,72.59,34,16556,86,1073,30-11-81,Self employed,13-10-18,6,865,1,1,0,0,0,0,599,I-Medium Risk,2,1,1,9503,30000,30000,0,1,Medium Risk
175323,438248,53003,62087,87.3,15,22647,86,309,1/1/1964,Self employed,14-08-18,11,2405,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
111332,513291,53105,64291,84.77,61,16016,86,1320,23-05-95,Salaried,17-09-18,6,1411,1,1,0,0,0,0,710,D-Very Low Risk,2,1,0,9861,9861,9861,1,0,Low Risk
145345,578393,59713,67891,89.85,34,16556,86,1075,1/6/1966,Self employed,15-10-18,6,894,1,1,0,0,0,0,805,B-Very Low Risk,2,0,0,0,0,0,0,0,Low Risk
120863,579937,58013,66283,89.01,34,22637,86,1047,14-03-78,Self employed,15-10-18,6,62,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,6698,13400,13400,0,0,Low Risk
55337,423479,52303,62906,84.25,62,18144,86,384,21-08-65,Self employed,6/8/2018,11,348,1,1,0,0,0,0,667,F-Low Risk,16,6,0,974876,1141782,1141782,0,0,Low Risk
69592,433079,63582,73112,89.86,2,18451,86,1741,1/6/1984,Salaried,11/8/2018,4,1440,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
178752,533473,39870,64765,64.85,36,24255,48,6648,18-07-90,Salaried,24-09-18,13,2398,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
155408,443589,49958,61137,85.05,34,22275,86,1084,19-08-90,Self employed,17-08-18,6,2054,1,1,0,0,0,0,738,C-Very Low Risk,3,3,0,35480,52490,52490,2,0,Low Risk
88189,564032,58213,71220,83.12,2,22850,86,1676,31-08-86,Self employed,8/10/2018,4,126,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
87942,611276,44909,72016,66.65,20,17935,45,6164,1/1/1985,Self employed,24-10-18,5,43,1,1,0,0,0,0,390,K-High Risk,15,5,1,210701,380000,380000,2,0,High Risk
27770,618335,65782,74948,89.93,70,16932,86,2405,29-09-80,Salaried,25-10-18,4,528,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
121522,462043,40670,56850,73.88,18,22601,48,2690,28-04-58,Salaried,24-08-18,4,1161,1,1,0,0,0,0,763,B-Very Low Risk,3,2,0,0,54525,54525,0,1,Low Risk
142327,520121,57603,67292,87.96,36,18520,86,6773,2/11/1960,Self employed,20-09-18,13,1007,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
184144,419326,50078,74210,70.07,7,17847,51,5810,4/3/1994,Self employed,3/8/2018,3,2537,1,1,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
2761,516045,44645,68998,67.39,36,15077,86,6530,1/10/1984,Self employed,18-09-18,13,1387,1,0,0,1,0,0,14,Not Scored: Only a Guarantor,1,1,0,195620,280000,280000,0,0,Not Scored
86056,509034,47075,73237,69.64,162,18077,86,1835,10/4/1970,Salaried,15-09-18,4,1321,1,1,0,0,0,0,638,G-Low Risk,4,2,2,83731,81000,87292,0,0,Low Risk
218889,540341,56193,70480,81.84,68,22639,86,852,9/9/1990,Salaried,27-09-18,6,3173,1,1,0,0,0,0,775,B-Very Low Risk,9,3,0,1293525,1481645,1481645,2,0,Low Risk
37726,544014,69169,83914,83.42,19,14375,86,1860,25-05-94,Self employed,28-09-18,4,87,1,1,0,0,0,0,738,C-Very Low Risk,3,2,0,11642,15839,15839,0,0,Low Risk
207552,631148,64519,95495,69.11,146,14143,48,3005,28-10-82,Salaried,27-10-18,14,3067,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
83618,636472,55493,66863,85.0,67,21308,86,1446,15-03-62,Salaried,29-10-18,6,752,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
222167,504655,44745,62320,74.78,10,18471,48,5710,3/4/1993,Self employed,14-09-18,3,3322,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,41000,41000,41000,0,1,Not Scored
122187,530909,59147,67556,89.85,250,23000,86,1540,8/12/1986,Self employed,23-09-18,6,1045,1,1,0,0,0,0,737,C-Very Low Risk,1,1,0,39486,52400,52400,0,0,Low Risk
47355,644861,77199,105377,74.97,16,14143,48,3035,5/6/1969,Salaried,30-10-18,17,1320,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),4,0,0,0,0,0,0,0,Not Scored
125208,599568,75379,139386,54.74,36,24622,48,6560,1/1/1972,Self employed,22-10-18,13,988,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
206466,475246,54763,63645,87.99,97,15777,45,1106,1/1/1983,Self employed,30-08-18,6,2887,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
223975,546994,58147,71005,84.78,249,22907,86,2231,23-02-84,Self employed,28-09-18,4,3260,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
23062,595550,55588,69212,83.08,18,13971,86,2718,1/1/1981,Self employed,21-10-18,4,1013,1,1,0,0,0,0,300,M-Very High Risk,2,1,2,26640,50000,50000,0,0,High Risk
120829,451444,62128,71000,89.86,2,22031,86,1742,1/1/1995,Self employed,20-08-18,4,1181,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
92969,632963,54863,72072,79.78,78,18556,45,2482,14-08-96,Salaried,28-10-18,4,231,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
145274,565516,56013,75258,79.73,5,23381,86,3402,6/7/1986,Self employed,9/10/2018,9,856,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
25925,632352,59013,67315,89.13,130,23563,86,990,1/6/1966,Self employed,27-10-18,6,68,1,0,0,1,0,0,738,C-Very Low Risk,28,7,0,122626,221800,221800,2,1,Low Risk
16833,557277,57013,85951,67.48,7,22766,120,5748,24-08-84,Salaried,4/10/2018,3,347,1,1,0,0,0,0,731,D-Very Low Risk,2,1,0,61421,300000,300000,0,1,Low Risk
165104,451602,48849,75600,66.14,248,20675,86,1770,13-04-94,Salaried,21-08-18,4,2252,1,1,0,0,0,0,714,D-Very Low Risk,1,1,0,84037,99000,99000,0,0,Low Risk
191376,425337,51978,69910,78.67,79,21445,86,771,12/1/1992,Salaried,7/8/2018,18,2499,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
3629,417875,56009,67981,83.85,16,21124,86,2989,1/1/1992,Salaried,1/8/2018,14,430,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
150555,476407,36775,66763,56.92,251,20514,45,6860,17-02-89,Self employed,30-08-18,13,2045,1,0,0,1,0,0,578,I-Medium Risk,1,1,0,408235,425000,425000,0,1,Medium Risk
125966,457565,48599,72286,69.17,5,17980,86,3399,7/2/1983,Salaried,23-08-18,9,950,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,3,0,No History
56645,521896,31484,69185,46.25,20,17725,51,6238,14-03-66,Self employed,20-09-18,5,1333,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
97359,524338,50303,63070,82.45,79,22877,86,738,27-01-82,Self employed,21-09-18,18,388,1,0,0,1,0,0,740,C-Very Low Risk,3,1,0,206400,206400,206400,0,0,Low Risk
146614,575205,55659,101874,55.95,67,22703,86,1442,29-08-94,Salaried,13-10-18,6,1255,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
170271,439004,59880,97571,63.2,16,18326,49,2943,10/12/1994,Self employed,14-08-18,17,2346,1,1,0,0,0,0,615,H-Medium Risk,2,0,0,0,0,0,0,1,Medium Risk
87029,461943,69357,98610,74.03,11,23762,48,6010,12/9/1997,,24-08-18,3,1900,1,1,0,0,0,0,825,A-Very Low Risk,5,1,0,14321,20890,20890,1,1,Low Risk
17634,581433,56500,75820,76.5,64,16199,86,3466,1/1/1980,Self employed,16-10-18,9,478,1,1,0,0,0,0,819,A-Very Low Risk,55,5,0,46457,103000,103000,0,0,Low Risk
143892,515806,52303,69940,77.21,10,22333,45,5696,22-05-80,Self employed,18-09-18,3,1912,1,1,1,0,0,0,348,L-Very High Risk,1,1,1,92194,0,0,1,0,High Risk
34117,557686,53303,81349,67.61,1,18068,86,5005,15-02-86,Self employed,4/10/2018,3,1275,1,0,0,1,0,0,737,C-Very Low Risk,2,1,0,146333,190000,190000,0,0,Low Risk
210784,508175,57359,71355,82.69,146,15694,86,2993,11/1/1993,Salaried,15-09-18,14,2888,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,10800,16200,16200,0,0,Not Scored
153710,602981,90161,123506,74.98,254,21251,48,6758,12/4/1975,Self employed,23-10-18,13,2039,1,0,0,1,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,1,Low Risk
70345,574651,61213,79573,77.92,34,16335,120,988,9/10/1968,Salaried,13-10-18,6,1639,1,1,0,0,0,0,706,D-Very Low Risk,6,2,0,29344,68000,68000,0,1,Low Risk
12215,540003,49145,67610,73.95,20,15452,86,6169,2/8/1985,Salaried,26-09-18,5,1221,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
25408,550356,47749,70200,69.8,67,18166,86,1515,1/1/1986,Salaried,29-09-18,6,1547,1,1,0,0,0,0,637,G-Low Risk,8,2,0,15550,29461,29461,0,0,Low Risk
227948,633809,82533,116917,72.27,162,24604,48,1840,8/12/1975,Salaried,28-10-18,4,3768,1,1,0,0,0,0,415,K-High Risk,6,3,2,8125,74870,74870,1,0,High Risk
91629,492788,55913,70123,82.0,18,14234,86,2698,5/5/1965,Self employed,6/9/2018,4,847,1,1,0,0,0,0,743,C-Very Low Risk,6,3,0,264239,371900,324983,0,0,Low Risk
17512,613569,52503,65659,82.24,3,14764,86,26,23-09-70,Self employed,24-10-18,1,1018,1,1,1,0,0,0,753,C-Very Low Risk,4,2,0,46768,101064,66582,0,0,Low Risk
142768,500129,40710,68316,62.65,36,18461,45,6580,1/1/1991,Self employed,11/9/2018,13,1864,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
111743,521141,53849,82849,67.59,120,18732,45,6910,1/1/1982,Self employed,20-09-18,12,1530,1,1,0,0,0,0,392,K-High Risk,1,1,1,636297,950000,950000,1,0,High Risk
14517,636937,51653,62941,87.38,3,16092,51,89,1/1/1990,Self employed,29-10-18,1,688,1,1,0,0,0,0,763,B-Very Low Risk,2,2,0,5740,34500,34500,0,1,Low Risk
129565,439974,46349,64368,74.57,104,23386,51,7133,1/1/1985,Self employed,16-08-18,10,217,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
172843,486629,57659,68451,86.19,146,15694,86,2951,24-06-91,Salaried,31-08-18,14,2342,1,1,0,0,0,0,627,H-Medium Risk,4,2,0,23207,52000,56096,0,0,Medium Risk
192745,640274,55613,71342,79.34,136,20490,45,3718,5/4/1995,Self employed,30-10-18,8,2801,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
229358,585885,51603,65973,79.27,105,24494,86,1224,22-05-88,Self employed,17-10-18,6,3546,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
16328,558694,52303,77582,69.6,10,22482,45,5661,1/1/1967,Self employed,5/10/2018,3,1592,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
201857,482109,61213,95496,65.97,103,21426,49,7052,10/12/1995,Salaried,31-08-18,7,2802,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,0,0,0,0,0,0,1,Not Scored
14308,644079,62947,72950,89.1,152,17964,86,5910,1/1/1994,Self employed,30-10-18,3,968,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
188722,520088,47599,70791,69.92,121,21043,86,3659,6/5/1993,Self employed,20-09-18,9,2585,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
70154,524551,64382,81950,82.98,2,14834,86,2378,12/2/1984,Salaried,21-09-18,4,488,1,0,0,1,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
76970,608994,40394,68564,59.8,160,24019,45,559,23-01-95,Salaried,23-10-18,15,720,1,1,0,0,0,0,585,I-Medium Risk,1,0,0,0,0,0,0,1,Medium Risk
33062,582149,40394,68400,61.4,3,18125,45,43,22-12-96,Salaried,16-10-18,1,1194,1,1,1,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,Low Risk
47428,528562,56513,72810,78.97,16,18473,86,2946,18-06-95,Salaried,22-09-18,14,263,1,1,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
16298,626313,39394,70491,58.16,10,24082,86,5661,5/4/1977,Self employed,26-10-18,3,1592,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
49887,640335,46248,71057,66.0,65,16159,45,6800,1/10/1978,Self employed,30-10-18,13,925,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
30788,537407,65682,76207,88.31,13,18149,86,4678,1/1/1976,Salaried,26-09-18,8,906,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
232594,457382,62327,71200,89.89,135,23550,86,1608,1/6/1985,Self employed,22-08-18,4,2540,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
173605,526937,57319,69900,84.98,5,13942,51,3320,6/4/1969,Salaried,21-09-18,9,2331,1,1,1,0,0,0,623,H-Medium Risk,2,1,0,70133,100000,100000,0,0,Medium Risk
139653,457083,47349,103700,47.25,255,23489,51,5840,1/1/1987,Self employed,22-08-18,3,88,1,0,0,1,0,0,709,D-Very Low Risk,3,2,0,346559,520000,522343,0,0,Low Risk
147823,480515,55259,68607,81.62,146,17921,86,2941,1/1/1978,Salaried,31-08-18,17,1887,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,4486,13461,13461,0,0,Low Risk
83471,651441,43736,75842,58.47,36,24253,86,6689,1/1/1967,Self employed,31-10-18,13,1057,1,0,1,1,0,0,706,D-Very Low Risk,3,1,0,12047,50000,50000,0,0,Low Risk
85009,550262,58947,76000,79.61,135,22831,120,1694,5/12/1987,Self employed,29-09-18,4,175,1,1,0,0,0,0,543,J-High Risk,2,1,1,108103,107000,107000,0,0,High Risk
127359,658668,51303,72330,71.89,2,17473,86,1646,1/6/1993,Self employed,31-10-18,4,1302,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
219592,611522,48283,72273,70.57,103,23214,45,7247,15-03-96,Self employed,24-10-18,7,3074,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
37865,523165,54303,67694,81.25,19,14375,86,1848,2/10/1969,Self employed,20-09-18,4,87,1,1,0,0,0,0,708,D-Very Low Risk,9,4,0,1985899,2379938,2379938,0,0,Low Risk
162543,650828,62347,71705,89.25,63,17066,86,7094,1/1/1981,Salaried,31-10-18,10,2175,1,1,0,0,0,0,825,A-Very Low Risk,5,1,0,12790,30000,30000,0,0,Low Risk
25509,453743,32761,62101,56.36,142,17315,86,104,1/1/1973,Self employed,21-08-18,16,700,1,1,0,0,0,0,706,D-Very Low Risk,1,1,0,112401,200000,200000,0,0,Low Risk
25712,627328,58013,74711,78.97,16,18317,86,2940,5/5/1996,Salaried,26-10-18,17,1033,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
215224,535580,82686,98700,86.12,100,18731,86,652,1/1/1983,Self employed,25-09-18,15,3226,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
207720,498222,55000,76935,72.79,146,18473,86,2943,1/1/1987,Self employed,10/9/2018,17,2845,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,1,Low Risk
62287,485173,52603,70316,77.22,79,18169,86,767,17-03-90,Self employed,31-08-18,18,1757,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,Not Scored
92964,514371,47505,81539,59.73,78,23135,86,2460,15-12-82,Self employed,18-09-18,4,231,1,1,0,0,0,0,392,K-High Risk,1,1,1,81900,350000,350000,0,1,High Risk
86738,448769,50503,88500,58.76,13,18486,86,4656,5/9/1991,Salaried,20-08-18,8,499,1,1,0,0,0,0,655,F-Low Risk,6,4,0,792470,823931,823931,1,0,Low Risk
11576,598829,49303,65565,77.79,34,22770,45,1055,1/6/1976,Self employed,22-10-18,6,50,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
126155,582797,68317,88300,79.84,147,17231,48,2790,1/1/1984,Salaried,16-10-18,2,1171,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0,No History
113378,556591,59613,69351,88.68,5,14178,86,3370,15-04-56,Salaried,4/10/2018,9,1621,1,0,0,0,1,0,758,C-Very Low Risk,4,2,0,365015,500000,500000,0,0,Low Risk
35286,613110,49349,64005,78.12,34,21081,45,1051,24-08-96,Salaried,24-10-18,6,1607,1,0,0,1,0,0,738,C-Very Low Risk,2,1,0,146898,150000,150000,1,1,Low Risk
166962,569954,58707,74306,83.44,159,23136,51,7185,1/1/1994,Self employed,11/10/2018,7,2279,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
112516,477936,47749,64980,75.41,67,16605,120,1508,24-09-97,,30-08-18,6,1658,1,1,0,0,0,0,701,E-Low Risk,8,1,0,0,16190,16190,2,0,Low Risk
134088,442746,40894,60070,69.92,79,23373,45,732,1/3/1980,Self employed,16-08-18,18,848,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
1223,631006,59213,76737,79.49,20,13928,45,6222,22-04-92,Self employed,27-10-18,5,714,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
61499,611994,67769,85849,79.91,48,23594,120,6397,1/6/1983,Salaried,24-10-18,5,1523,1,1,0,0,0,0,417,K-High Risk,2,1,1,11394,18990,18990,1,0,High Risk
170131,578858,55259,74500,76.51,146,16445,86,2946,23-12-78,Self employed,15-10-18,14,2281,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,0,0,0,0,0,0,0,Not Scored
75483,549941,65669,74841,89.52,19,23355,86,1860,10/1/1990,Self employed,29-09-18,4,1148,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),4,0,0,0,0,0,0,0,Not Scored
86541,651607,64213,88582,73.38,162,23833,86,1912,1/6/1989,Salaried,31-10-18,4,1169,1,1,0,0,0,0,708,D-Very Low Risk,5,1,0,56791,68000,68000,0,0,Low Risk
6711,563410,64213,76204,85.3,10,22483,45,5661,3/4/1963,Self employed,8/10/2018,3,1439,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
30663,640024,38439,63712,61.21,48,21478,86,6315,5/4/1981,Self employed,30-10-18,5,7,1,1,0,0,0,0,300,M-Very High Risk,4,1,1,55573,0,0,1,0,High Risk
95661,471925,47999,58750,83.4,73,22939,45,273,11/6/1994,Salaried,29-08-18,11,959,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,7059,8471,8471,1,1,Not Scored
123764,461017,44449,61015,75.23,67,17684,45,1458,8/2/1990,Salaried,24-08-18,6,1329,1,1,0,0,0,0,789,B-Very Low Risk,5,2,0,100000,130000,100000,0,0,Low Risk
100946,477328,62593,71500,89.51,2,23550,86,1669,3/5/1992,Salaried,30-08-18,4,60,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1,No History
55884,488361,64213,101152,64.26,64,17023,48,3534,31-05-93,Salaried,4/9/2018,9,1634,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
181857,573262,54259,74331,75.34,251,22276,45,6837,3/4/1987,Self employed,12/10/2018,13,2472,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,No History
192622,467840,40394,82878,50.68,138,15306,49,3308,31-07-77,Salaried,28-08-18,9,2691,1,1,0,0,0,0,690,E-Low Risk,10,5,2,985072,1133572,1137933,1,0,Low Risk
190360,631543,60947,69500,89.93,2,24385,86,1734,1/1/1983,Salaried,27-10-18,4,2567,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,Low Risk
