,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
30371,Lebanon,"Exceptional concentration, structure and balance mark this 11-year old blend of Cab, Cinsault and Carignan that's ripe with cassis and plums and a plume of smoke, earth and barnyard funk. Tannins subdued into a powdery softness, it's elegantly textured yet full and forward with a rich, layered complexity.",Gaston Hochar,91,63.0,Bekaa Valley,,,Anna Lee C. Iijima,,Château Musar 2000 Gaston Hochar Red (Bekaa Valley),Red Blend,Château Musar
103937,US,"A blend of near-equal parts Pinot Grigio, Chardonnay and Sauvignon Blanc, this wine brings aromas of overripe pear and apple and toasted grapenuts that lead to dry, lightly fruit flavors. It's a straightforward quaffer.",Tell-Tale Super-Tuscan-Style,86,19.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Genoa 2014 Tell-Tale Super-Tuscan-Style White (Columbia Valley (WA)),White Blend,Genoa
75164,US,"Outspoken, delineated notes of candied lemon and peach meld with a bold aroma of lychee. The attack feels a touch slack, but the acids slowly gain steam across the palate, giving the wine a sense of delayed energy.",,84,38.0,Arizona,Cochise County,,,,Pillsbury 2011 Symphony (Cochise County),Symphony,Pillsbury
41545,US,"Clean and crisp aromas of Asian pear, lemongrass, honeysuckle, passion fruit and green plum show on the nose of this blend of 64% Sémillon and 36% Sauvignon Blanc. The palate would go down very easy on a hot day, with just a touch of acid-carrying flavors of gardenia, guava, mango and kaffir lime leaf.",De Propio Gravitas,88,16.0,California,North Coast,North Coast,Matt Kettmann,@mattkettmann,Bonny Doon 2015 De Propio Gravitas White (North Coast),White Blend,Bonny Doon
78472,US,"Strong in black cherry, red currant, cola and licorice flavors, this wine shows Pinot's silky texture as well as crisp Central Coast acidity. Drink now.",,86,24.0,California,Central Coast,Central Coast,,,Calera 2007 Pinot Noir (Central Coast),Pinot Noir,Calera
53594,US,"This Chard did not go through malolactic fermentation, allowing the acidity to stand up to what otherwise would be an overripe wine. It's strong in tropical fruits, peaches, brown sugar, vanilla bean and buttered toast flavors that are soft, direct and one-dimensional.",,85,29.0,California,Napa Valley,Napa,,,Saddleback 2012 Chardonnay (Napa Valley),Chardonnay,Saddleback
108729,France,"This nonvintage cuvée sums up the Gosset style in its precise texture and crisp, taut acidity. A blend of fruit from the Montagne de Reims and the Côte des Blancs, it shows some attractive maturity. Given its balanced, perfumed aftertaste and great fruitiness, this is a Champagne to drink now.",Grande Réserve Brut,92,58.0,Champagne,Champagne,,Roger Voss,@vossroger,Gosset NV Grande Réserve Brut  (Champagne),Champagne Blend,Gosset
20026,US,"This wine is a bit reluctant on the nose at first, eventually showing focused notes of honeysuckle, fresh-squeezed lime and kiwi. The palate is delicate and light, with apple cider and cut-pear flavors.",Ipso Facto,86,21.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Workman Ayer 2014 Ipso Facto Viognier (Central Coast),Viognier,Workman Ayer
110517,US,"This wine brings vibrant aromas of dried orange peel, raspberry, umami and potpourri. The flavors are medium bodied, fresh and pure, showing no new oak influence.",,90,30.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Ocelli 2013 Grenache (Columbia Valley (WA)),Grenache,Ocelli
73918,France,A very creamy nose almost has hints of butter. The same creamy richness appears on the palate where it is countered by frothy foam and a light body. There is just a hint of citrus but it makes its freshness felt on the dry finish.,,88,25.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Zinck NV Sparkling (Crémant d'Alsace),Sparkling Blend,Domaine Zinck
69481,Chile,"Gritty and earthy up front, with generic plum scents, this feels hard, tannic and in need of more body. Roasted, oaky flavors of hickory and saucy plum finish dry, woody and hollow.",Private Reserve,85,11.0,Maule Valley,,,Michael Schachner,@wineschach,Viña el Aromo 2012 Private Reserve Merlot (Maule Valley),Merlot,Viña el Aromo
15345,US,"A nice wine in a box, and at the equivalent of about five bucks a bottle, a value. Crisp in acidity and clean, it has flavors of oranges, limes and apricots. A little too sweet, but at this price, who's counting?",,84,20.0,California,California,California Other,,,Bota Box 2010 Pinot Grigio (California),Pinot Grigio,Bota Box
109758,US,"This wine is a blend of Seven Hills, Loess, Mill Creek Upland, Serra Pedace and Leonetti Old Block. Aromatically brooding at present, it shows intricate notes of barrel spice, thyme, coffee, cranberry, black tea and red and black fruit. The palate is tightly wound, with bright acid and lightly chewy tannins that need some time in the cellar to stretch their legs. Best from 2021 to 2030.",,93,95.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Leonetti Cellar 2013 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Leonetti Cellar
126212,France,"Made from 96% Grenache Noir and 4% Syrah, this is a fresh, pretty and easy to like rosé, with attractive notes of peony, strawberry top, orange blossom and thyme. The mouthfeel is light, but flavorful, with a pleasant citrus-pith and watermelon-rind bitterness that lingers on the finish.",Grenache Noir-Syrah,88,12.0,Languedoc-Roussillon,Côtes Catalanes,,Lauren Buzzeo,@laurbuzz,Penya 2016 Grenache Noir-Syrah Rosé (Côtes Catalanes),Rosé,Penya
75303,France,"Simple and fruity yet lacking in acidity, this is a soft style of Cabernet Sauvignon. It's fruity, with strawberry jelly flavor, and should be drunk immediately.",,84,16.0,France Other,Vin de France,,Roger Voss,@vossroger,Florent Descombe NV Cabernet Sauvignon (Vin de France),Cabernet Sauvignon,Florent Descombe
125595,US,"Coming from two area standouts—Lewis and Phinny Hill vineyards—this wine shows appealing aromas and flavors of shaved coconut, Mounds Bar, cherry and baking spices. The barrel influence is prominent but it largely stands up to it.",Baby Bear,90,60.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Pursued by Bear 2012 Baby Bear Syrah (Columbia Valley (WA)),Syrah,Pursued by Bear
39997,US,Honey and toasted spice aromas are followed by an elegant balance of curvy fruit and acid in this stylish Viognier from Arizona. The viscous mouthfeel and honeyed finish add to the package. Pair this with a good curry or spicy Chinese dish for an interesting balance.,,84,20.0,Arizona,Cochise County,,Susan Kostrzewa,@suskostrzewa,Dos Cabezas 2006 Viognier (Cochise County),Viognier,Dos Cabezas
56570,US,"Ripe and dark aromas of black raspberries, blackberries and gingerbread greet the nose on this wine by veteran vintner Larry Brooks. The palate offers up lots of purple flowers with more black raspberry juice, proving tense with energy. Bright acidity cuts through the luscious elements.",Estate,89,32.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Tolosa 2013 Estate Pinot Noir (Edna Valley),Pinot Noir,Tolosa
92653,Italy,"Acacia, Spanish broom and ripe orchard-fruit aromas emerge in the glass. The medium-bodied palate offers yellow apple and mature pear while a pleasantly bitter almond note wraps up the finish.",,88,24.0,Northeastern Italy,Isonzo del Friuli,,Kerin O’Keefe,@kerinokeefe,Masut da Rive 2015 Friulano (Isonzo del Friuli),Friulano,Masut da Rive
63097,Spain,"The wine has a murky burgundy color and earthy, roasted aromas that include Band-Aid and latex. This feels bold, tangy, tannic and hard. Flavors of plum, tomato and stalky herbs finish with a stewed note and heat.",Tinto 6 Meses en Barrica,84,17.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Alidis 2013 Tinto 6 Meses en Barrica  (Ribera del Duero),Tempranillo,Alidis
90525,US,"A wine to remember for its spicy pepper scents and vibrantly fresh acidity, this is complex and layered, moderate in acidity yet amply juicy in blackberry and blueberry fruit. Hints of spice, sage and lavender linger impressively on the finish.",Estate Grown,92,42.0,California,Sonoma Mountain,Sonoma,Virginie Boone,@vboone,Belden Barns 2013 Estate Grown Syrah (Sonoma Mountain),Syrah,Belden Barns
125708,Italy,"Simple and straightforward, it conveys bright berry sensations of juicy black cherry and raspberry with a light touch of cooking spices. With a soft, round texture, it is extremely accessible. Drink now.",La Mora,86,,Tuscany,Morellino di Scansano,,Kerin O’Keefe,@kerinokeefe,Cecchi 2012 La Mora  (Morellino di Scansano),Red Blend,Cecchi
36791,US,"Standard Napa Valley Chardonnay, with citrus, peach and herb flavors, enriched with all the bells and whistles of oak, malolactic fermentation and lees aging, and balanced with brisk, lemony acidity.",Estate Bottled,85,34.0,California,Yountville,Napa,,,Bell 2012 Estate Bottled Chardonnay (Yountville),Chardonnay,Bell
17876,Italy,Aromas of dried apricot and acacia honey lead the nose on this smooth dessert wine. The concentrated palate delivers candied citrus and white almond balanced by just enough freshness.,Cratis,88,36.0,Northeastern Italy,Colli Orientali del Friuli,,Kerin O’Keefe,@kerinokeefe,Scubla 2010 Cratis Verduzzo Friulano (Colli Orientali del Friuli),Verduzzo Friulano ,Scubla
56707,France,"The wine is ripe with rounded black-plum fruits over the toasty flavor. It has structure certainly, although this is already integrated into the juicy character of this attractive wine. Drink now.",Cuvée Michael,87,14.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Petit-Freylon 2015 Cuvée Michael  (Bordeaux),Bordeaux-style Red Blend,Château Petit-Freylon
36177,Italy,"Made by blending 60% Corinto, 20% Nero d'Avola and 20% other varieties, this opens with aromas of underbrush, game, leather, spice and mature black fruit. The warm palate delivers smooth tannins and flavors of blackberry, prune and black pepper. This isn't an ager, so drink soon.",Nero Ossidiana,88,30.0,Sicily & Sardinia,Sicilia,,Kerin O’Keefe,@kerinokeefe,Tenuta di Castellaro 2011 Nero Ossidiana Red (Sicilia),Red Blend,Tenuta di Castellaro
129542,US,"Elizabeth's Reserve is comprised of Adelsheim's “best barrels from our best lots.” In this light vintage it brings scents and flavors of pretty cherry and apple fruit, along with a hint of milk chocolate. The tannins are moderate, and there's a streak of root beer and a little stemmy bitterness carrying through the finish.",Elizabeth's Reserve,89,55.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Adelsheim 2011 Elizabeth's Reserve Pinot Noir (Willamette Valley),Pinot Noir,Adelsheim
34169,US,"Heavy and dense, with a soft texture and melted, thick tannins. Lacks structure and vitality, although the blackberry, currant, chocolate and spice flavors are very good.",Sawyer Vineyard,84,32.0,California,Dry Creek Valley,Sonoma,,,Wilson 2007 Sawyer Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Wilson
57642,New Zealand,"As usual, the Wairau Reserve is Saint Clair's biggest, plushest, most opulent Sauvignon Blanc bottling. Bold and unabashedly tropical in nature, it screams passion fruit aloud, then settles down into a mouthwatering, slightly chalky finish of immodest length.",Wairau Reserve,92,29.0,Marlborough,,,Joe Czerwinski,@JoeCz,Saint Clair 2013 Wairau Reserve Sauvignon Blanc (Marlborough),Sauvignon Blanc,Saint Clair
65769,Italy,"Underbrush, violet, moist soil and spicy blackberry aromas unfold in the glass of this refined, full-bodied wine. The delicious palate offers crushed dark cherry, raspberry, white pepper and clove alongside supple tannins. It ends on a mocha note. Drink through 2018.",Riserva,92,40.0,Central Italy,Montefalco Rosso,,Kerin O’Keefe,@kerinokeefe,Antonelli 2008 Riserva  (Montefalco Rosso),Red Blend,Antonelli
71019,US,"Sineann has a stellar record with Cabs from Oregon and Washington State. Now they're making a Napa Cab, from a tiny vineyard in the Oak Knoll District. They've brought their Bordeaux-inspired vision to California, producing a structured wine brimming with tannins and acids, yet with rewarding currant, mocha and smoky oak flavors.",Lazare Vineyards,93,64.0,California,Napa Valley,Napa,,,Sineann 2006 Lazare Vineyards Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sineann
27786,US,"Despite appealing raspberry and cherry-pie filling, cola and spice notes, this Pinot is a bit hard and even green, with some tomato notes. The acidity is brisk, the tannins thick. Give it 4–6 years in the cellar, and it is likely to develop over a decade.",Selleck Vineyard,90,75.0,California,Mt. Harlan,Central Coast,,,Calera 2007 Selleck Vineyard Pinot Noir (Mt. Harlan),Pinot Noir,Calera
34693,Israel,"Dark ruby in color, this wine has a nose of black cherry with a hint of bell pepper. It offers a pleasing balance of fruit and savory flavors, especially blackberry, roasted tomato, smoke and espresso. Grippy tannins coat the palate, releasing their grasp as notes of cherry jam and smoke permeate the finish.",Heritage,92,45.0,Ella Valley,,,Mike DeSimone,@worldwineguys,Yaffo 2011 Heritage Cabernet Sauvignon-Cabernet Franc (Ella Valley),Cabernet Sauvignon-Cabernet Franc,Yaffo
96165,Germany,"While slender in frame, this vibrantly zesty, herbal wine offers loads of intensity and vibe. Tart tangerine and apricot flavors are piercing and fresh, building in concentration and richness through a long, penetrating finish. It seems closed in its youth still, but should gain texture and complexity from 2020–2030.",Kaseler Nies'chen Trocken,92,50.0,Mosel,,,Anna Lee C. Iijima,,Reichsgraf von Kesselstatt 2015 Kaseler Nies'chen Trocken Riesling (Mosel),Riesling,Reichsgraf von Kesselstatt
31438,Spain,"Apple and pine aromas are attractive. This wine feels round, with just enough citrusy acidity to offset an oily quality. Generous citrus, melon and stone-fruit flavors finish clean and solid.",,88,11.0,Northern Spain,Rueda,,Michael Schachner,@wineschach,Demimo 2015 Verdejo (Rueda),Verdejo,Demimo
